Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,23.700000762939453,23.700000762939453,22.5,22.639999389648438,21.70960807800293,2282600
2023-01-03,22.639999389648438,22.84000015258789,22.06999969482422,22.209999084472656,21.297279357910156,1009900
2023-01-04,22.270000457763672,22.770000457763672,22.049999237060547,22.280000686645508,21.364404678344727,1583500
2023-01-05,22.3700008392334,22.600000381469727,22.110000610351562,22.5,21.575363159179688,1999900
2023-01-06,22.5,22.8799991607666,22.280000686645508,22.799999237060547,21.863033294677734,1881700
2023-01-09,22.690000534057617,23.170000076293945,22.489999771118164,23.010000228881836,22.06440544128418,1770700
2023-01-10,22.93000030517578,23.639999389648438,22.690000534057617,23.540000915527344,22.57262420654297,1501600
2023-01-11,23.520000457763672,23.75,23.329999923706055,23.6200008392334,22.649337768554688,1624300
2023-01-12,23.520000457763672,23.739999771118164,23.350000381469727,23.440000534057617,22.47673225402832,1268300
2023-01-13,23.270000457763672,23.43000030517578,23.06999969482422,23.270000457763672,22.313718795776367,928300
2023-01-16,23.09000015258789,23.360000610351562,23.030000686645508,23.170000076293945,22.21782875061035,473800
2023-01-17,23.25,23.649999618530273,23.209999084472656,23.399999618530273,22.438377380371094,1118500
2023-01-18,23.579999923706055,24.059999465942383,23.440000534057617,23.969999313354492,22.984952926635742,1772400
2023-01-19,23.850000381469727,23.989999771118164,23.639999389648438,23.75,22.77399444580078,1090100
2023-01-20,23.829999923706055,23.969999313354492,23.34000015258789,23.3700008392334,22.409610748291016,813800
2023-01-23,23.360000610351562,23.6200008392334,23.1200008392334,23.200000762939453,22.24659538269043,829600
2023-01-24,23.229999542236328,23.75,23.229999542236328,23.59000015258789,22.620569229125977,1488900
2023-01-25,23.549999237060547,24.09000015258789,23.43000030517578,23.850000381469727,22.869884490966797,2240700
2023-01-26,23.899999618530273,24.360000610351562,23.75,24.229999542236328,23.23426628112793,1446600
2023-01-27,24.200000762939453,24.360000610351562,23.989999771118164,24.299999237060547,23.3013916015625,1142100
2023-01-30,24.360000610351562,25.06999969482422,24.34000015258789,24.899999618530273,23.876733779907227,3939400
2023-01-31,24.889999389648438,26.389999389648438,24.84000015258789,25.899999618530273,24.83563804626465,4215500
2023-02-01,25.809999465942383,25.809999465942383,25.190000534057617,25.459999084472656,24.413719177246094,3096800
2023-02-02,25.329999923706055,25.829999923706055,25.25,25.43000030517578,24.38495445251465,1214700
2023-02-03,25.350000381469727,25.469999313354492,24.950000762939453,25.209999084472656,24.173994064331055,2076300
2023-02-06,25.239999771118164,25.549999237060547,25.030000686645508,25.3700008392334,24.327421188354492,1712300
2023-02-07,25.399999618530273,25.729999542236328,24.969999313354492,25.5,24.452077865600586,2693600
2023-02-08,25.690000534057617,26.110000610351562,25.309999465942383,25.84000015258789,24.778104782104492,2313800
2023-02-09,26.09000015258789,26.100000381469727,25.219999313354492,25.3700008392334,24.327421188354492,1275200
2023-02-10,26.030000686645508,26.899999618530273,25.780000686645508,26.600000381469727,25.506872177124023,4710700
2023-02-13,26.799999237060547,27.649999618530273,26.729999542236328,26.899999618530273,25.794544219970703,3512100
2023-02-14,26.850000381469727,27.020000457763672,26.579999923706055,26.899999618530273,25.794544219970703,1809500
2023-02-15,26.899999618530273,27.110000610351562,26.649999618530273,26.780000686645508,25.67947769165039,1443700
2023-02-16,26.729999542236328,27.670000076293945,26.690000534057617,27.559999465942383,26.427419662475586,2411500
2023-02-17,27.389999389648438,27.989999771118164,27.360000610351562,27.889999389648438,26.743858337402344,2040500
2023-02-22,27.889999389648438,28.0,26.610000610351562,26.700000762939453,25.602764129638672,2294500
2023-02-23,26.709999084472656,27.309999465942383,25.579999923706055,27.06999969482422,25.957557678222656,6203300
2023-02-24,27.030000686645508,27.149999618530273,26.75,27.040000915527344,25.928791046142578,2126400
2023-02-27,27.040000915527344,27.06999969482422,26.639999389648438,26.850000381469727,25.746599197387695,1711900
2023-02-28,26.850000381469727,27.06999969482422,26.43000030517578,26.469999313354492,25.382213592529297,2857700
2023-03-01,26.43000030517578,26.43000030517578,25.639999389648438,26.110000610351562,25.037010192871094,2635500
2023-03-02,26.100000381469727,26.780000686645508,25.989999771118164,26.239999771118164,25.161666870117188,1561100
2023-03-03,26.25,26.280000686645508,25.65999984741211,25.799999237060547,24.739748001098633,1692400
2023-03-06,25.799999237060547,26.229999542236328,25.75,26.100000381469727,25.027420043945312,1517300
2023-03-07,26.100000381469727,26.459999084472656,25.920000076293945,26.399999618530273,25.315092086791992,1434300
2023-03-08,26.450000762939453,26.889999389648438,26.290000915527344,26.75,25.65070915222168,1433300
2023-03-09,26.739999771118164,27.030000686645508,26.600000381469727,26.8700008392334,25.765777587890625,2793500
2023-03-10,26.8700008392334,26.8700008392334,26.06999969482422,26.170000076293945,25.09454345703125,2126200
2023-03-13,25.860000610351562,25.8700008392334,25.170000076293945,25.299999237060547,24.26029396057129,3082700
2023-03-14,25.219999313354492,25.43000030517578,24.760000228881836,24.93000030517578,23.905502319335938,1787400
2023-03-15,24.579999923706055,25.059999465942383,24.43000030517578,24.959999084472656,23.934267044067383,1787000
2023-03-16,25.010000228881836,25.1299991607666,24.68000030517578,24.780000686645508,23.76166534423828,1410500
2023-03-17,24.68000030517578,24.739999771118164,24.290000915527344,24.540000915527344,23.531530380249023,2382400
2023-03-20,24.540000915527344,24.540000915527344,23.90999984741211,24.030000686645508,23.04248809814453,2286000
2023-03-21,23.969999313354492,24.09000015258789,23.700000762939453,23.979999542236328,22.99454116821289,996400
2023-03-22,24.030000686645508,24.3700008392334,23.979999542236328,24.229999542236328,23.23426628112793,1342600
2023-03-23,24.229999542236328,25.110000610351562,23.770000457763672,24.1200008392334,23.128787994384766,2628900
2023-03-24,24.110000610351562,24.360000610351562,23.799999237060547,24.1299991607666,23.138378143310547,2238200
2023-03-27,24.31999969482422,24.489999771118164,23.729999542236328,23.8799991607666,22.898649215698242,1615100
2023-03-28,23.8799991607666,24.110000610351562,23.510000228881836,24.049999237060547,23.061664581298828,2064300
2023-03-29,24.149999618530273,24.280000686645508,23.079999923706055,23.68000030517578,22.706871032714844,2592800
2023-03-30,23.690000534057617,23.850000381469727,23.399999618530273,23.670000076293945,22.697280883789062,1668800
