Date,Open,High,Low,Close,Adj Close,Volume
2023-03-31,23.739999771118164,24.0,23.299999237060547,23.520000457763672,22.55344581604004,1684400
2023-04-03,23.350000381469727,23.450000762939453,22.610000610351562,22.760000228881836,21.824676513671875,3228400
2023-04-04,22.799999237060547,23.450000762939453,22.790000915527344,23.40999984741211,22.447965621948242,2560300
2023-04-05,23.579999923706055,23.639999389648438,23.0,23.100000381469727,22.150705337524414,981400
2023-04-06,23.049999237060547,23.520000457763672,23.049999237060547,23.389999389648438,22.42878532409668,969300
2023-04-10,23.549999237060547,23.729999542236328,23.299999237060547,23.600000381469727,22.630157470703125,1245200
2023-04-11,23.600000381469727,24.049999237060547,23.540000915527344,23.719999313354492,22.74522590637207,2465400
2023-04-12,23.790000915527344,24.15999984741211,23.6200008392334,23.84000015258789,22.860294342041016,1439500
2023-04-13,23.889999389648438,24.239999771118164,23.639999389648438,23.940000534057617,22.956186294555664,1418500
2023-04-14,23.889999389648438,24.190000534057617,23.549999237060547,24.190000534057617,23.195913314819336,1175200
2023-04-17,24.209999084472656,24.459999084472656,24.1299991607666,24.270000457763672,23.272624969482422,2554200
2023-04-18,24.450000762939453,24.690000534057617,24.200000762939453,24.290000915527344,23.29180145263672,3260600
2023-04-19,24.1200008392334,24.729999542236328,24.059999465942383,24.59000015258789,23.5794734954834,3536800
2023-04-20,24.610000610351562,24.65999984741211,24.15999984741211,24.360000610351562,23.35892677307129,3352600
2023-04-24,24.360000610351562,24.850000381469727,24.309999465942383,24.549999237060547,23.54111671447754,1899200
2023-04-25,24.56999969482422,24.780000686645508,24.43000030517578,24.530000686645508,23.521940231323242,1500500
2023-04-26,24.450000762939453,24.969999313354492,24.3799991607666,24.90999984741211,23.886322021484375,987500
2023-04-27,24.90999984741211,25.290000915527344,24.81999969482422,25.170000076293945,24.135639190673828,1423900
2023-04-28,25.18000030517578,25.40999984741211,24.81999969482422,25.1299991607666,24.097280502319336,2062400
2023-05-02,25.100000381469727,25.309999465942383,24.510000228881836,24.719999313354492,23.704130172729492,1652200
2023-05-03,24.690000534057617,24.81999969482422,24.1200008392334,24.18000030517578,23.186321258544922,1779200
2023-05-04,24.190000534057617,24.34000015258789,23.31999969482422,23.5,22.534265518188477,2713600
2023-05-05,23.59000015258789,24.079999923706055,23.440000534057617,23.8799991607666,22.898649215698242,2752400
2023-05-08,23.950000762939453,24.1299991607666,23.360000610351562,23.59000015258789,22.620569229125977,2131300
2023-05-09,23.579999923706055,23.700000762939453,23.360000610351562,23.510000228881836,22.54385757446289,4980400
2023-05-10,23.579999923706055,23.8700008392334,23.450000762939453,23.8700008392334,22.889062881469727,3649800
2023-05-11,23.940000534057617,24.170000076293945,23.760000228881836,23.8700008392334,22.889062881469727,2898900
2023-05-12,24.079999923706055,24.209999084472656,22.40999984741211,22.540000915527344,21.613718032836914,6530300
2023-05-15,22.600000381469727,23.010000228881836,22.139999389648438,22.940000534057617,21.99728012084961,5771800
2023-05-16,22.989999771118164,23.6200008392334,22.790000915527344,22.920000076293945,21.97810173034668,4474800
2023-05-17,22.940000534057617,23.100000381469727,22.670000076293945,22.860000610351562,21.920568466186523,3269600
2023-05-18,22.84000015258789,22.90999984741211,22.3799991607666,22.5,21.575363159179688,3659900
2023-05-19,22.549999237060547,23.059999465942383,22.420000076293945,22.860000610351562,21.920568466186523,2605000
2023-05-22,23.079999923706055,23.309999465942383,22.860000610351562,22.950000762939453,22.00687026977539,2440600
2023-05-23,23.110000610351562,23.530000686645508,22.75,23.09000015258789,22.141115188598633,2852700
2023-05-24,23.200000762939453,23.25,22.81999969482422,23.200000762939453,22.24659538269043,1776100
2023-05-25,23.399999618530273,23.81999969482422,23.200000762939453,23.489999771118164,22.524677276611328,2416400
2023-05-26,23.8799991607666,23.8799991607666,23.329999923706055,23.34000015258789,22.380844116210938,2380600
2023-05-29,23.43000030517578,24.09000015258789,23.229999542236328,23.799999237060547,22.821937561035156,1544000
2023-05-30,23.93000030517578,24.079999923706055,23.639999389648438,23.899999618530273,22.917827606201172,2399700
2023-05-31,24.040000915527344,24.079999923706055,23.520000457763672,23.90999984741211,22.927417755126953,2641100
2023-06-01,23.950000762939453,24.059999465942383,23.43000030517578,23.770000457763672,22.793170928955078,7300900
2023-06-02,23.770000457763672,24.139999389648438,23.559999465942383,23.889999389648438,22.908239364624023,2306500
2023-06-05,23.889999389648438,24.079999923706055,23.729999542236328,24.0,23.01371955871582,1989600
2023-06-06,24.100000381469727,24.329999923706055,23.860000610351562,24.219999313354492,23.22467803955078,2081100
2023-06-07,24.399999618530273,25.829999923706055,24.350000381469727,25.829999923706055,24.768516540527344,5474400
2023-06-09,26.270000457763672,27.389999389648438,26.270000457763672,27.100000381469727,25.986324310302734,5826100
2023-06-12,27.030000686645508,27.299999237060547,26.520000457763672,26.549999237060547,25.458925247192383,2852700
2023-06-13,26.68000030517578,27.270000457763672,26.6200008392334,26.760000228881836,25.660297393798828,2417400
2023-06-14,26.760000228881836,27.479999542236328,26.760000228881836,27.1200008392334,26.005504608154297,2803500
2023-06-15,27.1299991607666,27.399999618530273,27.020000457763672,27.18000030517578,26.063037872314453,1681300
2023-06-16,27.1299991607666,27.329999923706055,26.959999084472656,27.280000686645508,26.15892791748047,2595700
2023-06-19,27.399999618530273,27.920000076293945,27.309999465942383,27.540000915527344,26.408245086669922,1083900
2023-06-20,27.5,27.579999923706055,27.190000534057617,27.31999969482422,26.197284698486328,1735600
2023-06-21,27.31999969482422,27.65999984741211,27.149999618530273,27.65999984741211,26.523311614990234,1485500
2023-06-22,27.549999237060547,27.639999389648438,27.270000457763672,27.549999237060547,26.417831420898438,1169800
2023-06-23,27.700000762939453,27.860000610351562,27.489999771118164,27.739999771118164,26.600025177001953,1008400
2023-06-26,27.739999771118164,28.040000915527344,27.489999771118164,27.8700008392334,26.72468376159668,1357900
2023-06-27,27.90999984741211,28.280000686645508,27.770000457763672,28.25,27.089067459106445,1377500
2023-06-28,28.149999618530273,28.68000030517578,28.149999618530273,28.34000015258789,27.17536735534668,1997600
2023-06-29,28.6200008392334,28.8700008392334,28.450000762939453,28.65999984741211,27.48221778869629,3713200
2023-06-30,28.219999313354492,28.5,27.65999984741211,28.1200008392334,27.53059196472168,3547800
2023-07-03,28.3799991607666,29.100000381469727,28.200000762939453,28.639999389648438,28.639999389648438,2513400
2023-07-04,28.510000228881836,28.8700008392334,28.469999313354492,28.809999465942383,28.809999465942383,712300
2023-07-05,28.850000381469727,28.969999313354492,28.309999465942383,28.829999923706055,28.829999923706055,1633900
2023-07-06,28.719999313354492,28.889999389648438,28.280000686645508,28.75,28.75,2073100
2023-07-07,28.899999618530273,29.1200008392334,28.690000534057617,28.93000030517578,28.93000030517578,1409100
2023-07-10,29.0,29.700000762939453,28.940000534057617,29.329999923706055,29.329999923706055,2974200
2023-07-11,29.260000228881836,29.3700008392334,28.639999389648438,29.149999618530273,29.149999618530273,2648700
2023-07-12,29.3799991607666,29.3799991607666,29.110000610351562,29.260000228881836,29.260000228881836,1576600
2023-07-13,29.43000030517578,29.479999542236328,28.899999618530273,29.0,29.0,1594900
2023-07-14,28.90999984741211,29.100000381469727,28.3799991607666,28.600000381469727,28.600000381469727,1553200
2023-07-17,28.790000915527344,29.040000915527344,28.5,28.90999984741211,28.90999984741211,1906900
2023-07-18,28.829999923706055,29.079999923706055,28.709999084472656,28.90999984741211,28.90999984741211,5041400
2023-07-19,29.0,29.0,28.440000534057617,28.459999084472656,28.459999084472656,821800
2023-07-20,28.459999084472656,28.799999237060547,28.43000030517578,28.530000686645508,28.530000686645508,2003900
2023-07-21,28.719999313354492,29.1200008392334,28.6299991607666,29.1200008392334,29.1200008392334,2399500
2023-07-24,29.110000610351562,29.209999084472656,28.719999313354492,28.969999313354492,28.969999313354492,3715500
2023-07-25,29.1200008392334,29.3700008392334,28.969999313354492,29.200000762939453,29.200000762939453,4310700
2023-07-26,29.170000076293945,29.209999084472656,28.790000915527344,29.020000457763672,29.020000457763672,1337300
2023-07-27,29.020000457763672,29.239999771118164,28.8700008392334,28.8700008392334,28.8700008392334,2420500
2023-07-28,28.8799991607666,29.290000915527344,28.8799991607666,29.290000915527344,29.290000915527344,905700
2023-07-31,29.520000457763672,29.649999618530273,28.6299991607666,28.6299991607666,28.6299991607666,1975700
2023-08-01,28.600000381469727,28.600000381469727,28.079999923706055,28.139999389648438,28.139999389648438,2256800
2023-08-02,27.920000076293945,28.219999313354492,27.700000762939453,28.110000610351562,28.110000610351562,2142000
2023-08-03,28.110000610351562,28.56999969482422,27.59000015258789,27.690000534057617,27.690000534057617,2243100
2023-08-04,27.639999389648438,28.1200008392334,27.639999389648438,27.700000762939453,27.700000762939453,2160700
2023-08-07,27.709999084472656,28.170000076293945,27.709999084472656,27.829999923706055,27.829999923706055,1495000
2023-08-08,27.709999084472656,27.829999923706055,27.520000457763672,27.59000015258789,27.59000015258789,1298500
2023-08-09,27.600000381469727,27.649999618530273,27.170000076293945,27.469999313354492,27.469999313354492,1246900
2023-08-10,27.469999313354492,27.579999923706055,27.329999923706055,27.459999084472656,27.459999084472656,1442900
2023-08-11,28.399999618530273,28.8700008392334,27.780000686645508,28.299999237060547,28.299999237060547,4185100
2023-08-14,28.219999313354492,28.239999771118164,27.229999542236328,27.75,27.75,2730000
2023-08-15,27.700000762939453,27.799999237060547,27.229999542236328,27.34000015258789,27.34000015258789,1670000
2023-08-16,27.309999465942383,27.479999542236328,26.809999465942383,26.969999313354492,26.969999313354492,1498600
2023-08-17,26.969999313354492,27.31999969482422,26.709999084472656,27.200000762939453,27.200000762939453,1796500
2023-08-18,27.200000762939453,27.540000915527344,26.959999084472656,27.520000457763672,27.520000457763672,1385000
2023-08-21,27.020000457763672,27.09000015258789,26.31999969482422,26.600000381469727,26.600000381469727,3086200
2023-08-22,26.6200008392334,26.729999542236328,26.329999923706055,26.549999237060547,26.549999237060547,1658900
2023-08-23,26.549999237060547,26.81999969482422,26.360000610351562,26.639999389648438,26.639999389648438,1617500
2023-08-24,26.639999389648438,27.239999771118164,26.399999618530273,27.110000610351562,27.110000610351562,4334500
2023-08-25,27.100000381469727,27.1200008392334,26.549999237060547,27.059999465942383,27.059999465942383,1799400
2023-08-28,27.030000686645508,27.059999465942383,26.420000076293945,26.959999084472656,26.959999084472656,1270000
